City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
699,Boende,CD,-0.2167,20.8667,71.26,99,100,3.62,moderate rain
700,Nizhniy Kuranakh,RU,58.8353,125.4869,28.96,93,100,7.09,light snow
701,Riyadh,SA,24.6877,46.7219,93.34,16,76,8.37,broken clouds
702,Roma,US,43.2128,-75.4557,77.14,44,75,14.97,broken clouds
703,Bagdarin,RU,54.4333,113.6,28.69,61,100,8.93,overcast clouds
704,Rundu,NA,-17.9333,19.7667,81.01,43,100,5.88,overcast clouds
705,Oneonta,US,42.4529,-75.0638,75.81,57,77,11.14,broken clouds
706,Beaverlodge,CA,55.2166,-119.4361,15.15,67,82,5.37,broken clouds
707,Saint Andrews,US,34.0454,-81.1293,74.59,72,40,12.66,scattered clouds
708,Zeya,RU,53.75,127.2667,30.76,69,100,2.57,overcast clouds
709,Aksha,RU,50.2814,113.2867,34.48,46,20,13.8,few clouds
710,Linz,AT,48.3064,14.2861,76.39,45,0,11.5,clear sky
711,Kuito,AO,-12.3833,16.9333,71.74,83,40,0.0,scattered clouds
712,Slave Lake,CA,55.2834,-114.769,12.18,73,0,3.44,clear sky
713,Mugumu,TZ,-1.85,34.7,72.91,58,98,7.85,overcast clouds
714,Zapolyarnyy,RU,69.4154,30.8136,34.88,91,85,2.89,overcast clouds
715,Kitimat,CA,54.0524,-128.6534,30.9,56,7,5.19,clear sky
716,Amealco,MX,20.1833,-100.15,61.92,42,100,2.48,overcast clouds
717,Meghri,AM,38.9029,46.2446,57.88,42,68,2.89,broken clouds
718,Mvuma,ZW,-19.2792,30.5283,65.39,84,96,6.38,light rain
719,Mehran,IR,33.1222,46.1646,85.15,11,85,13.02,overcast clouds
720,Vakhsh,TJ,37.7149,68.8346,73.62,43,0,2.24,clear sky
